Order ID,Order Date,Customer Name,Order Type,Total Quantity,Perfume Oils Quantity,Perfume Oils Bottle Sizes,Unit Price(Perfume Oil),Body Splashes Quantity,Unit Price (Body Splashes),Boxed Perfume Quantity,Boxed Perfume(Unit Price),Total Price,Payment Method,Shipping Method,Shipping Cost,Order Status
1095,2025-05-04 00:00:00,Bradley Johnson DDS,Wholesale,67,56,30ml,68.3,11,23.98,,,4168.58,Bank Transfer,Delivery,80,Complete
1096,2025-06-22 00:00:00,Donald Medina,Retail,7,3,6ml,23.74,4,22.16,,,159.86,Cash,Pick Up,,Complete
1097,2025-02-20 00:00:00,Jim Newton,Wholesale,72,36,15ml,26.92,21,24.94,15,64.36,2458.26,Bank Transfer,Delivery,,Complete
1098,2025-01-26 00:00:00,Krista Wilson,Retail,1,,,,,,1,58.14,58.14,Cash,Pick Up,,Complete
1099,2025-04-19 00:00:00,Zoe,Retail,1,,,,,,1,37.53,37.53,Cash,Pick Up,,Complete
1100,2025-04-01 00:00:00,Reginald Morrow,Retail,9,3,15ml,36.79,5,33.26,1,92.68,404.35,Mobile Money,Delivery,35,Complete
1101,2025-06-01 00:00:00,Rodney Williams,Retail,8,6,30ml,94,1,30.47,1,80.11,714.58,Mobile Money,Delivery,40,Complete
1102,2025-05-07 00:00:00,Kimberly Fritz,Retail,7,5,6ml,16.65,1,28,1,96.02,247.27,Cash,Delivery,40,Complete
1103,2025-05-13 00:00:00,Ronald Potter,Retail,5,2,15ml,46.36,3,34.21,,,235.35,Cash,Delivery,40,Complete
1104,2025-02-27 00:00:00,Zachary Cole,Retail,2,1,6ml,10.02,1,22.66,,,32.68,Cash,Pick Up,,Complete
1105,2025-02-13 00:00:00,Robert Gonzales,Retail,5,4,6ml,19.33,,,1,38.15,115.47,Bank Transfer,Delivery,,Complete
1106,2025-04-24 00:00:00,Zoe,Wholesale,7,7,15ml,28.66,,,,,200.62,Cash,Pick Up,,Complete
1107,2025-05-07 00:00:00,Patricia Young PhD,Retail,5,,,,5,30.01,,,210.05,Cash,Delivery,60,Complete
1108,2025-04-27 00:00:00,Heather Page,Wholesale,77,14,3ml,11.34,45,21.78,18,33.35,1819.16,Cash,Delivery,80,Complete
1109,2025-02-05 00:00:00,Carol Taylor,Wholesale,86,4,3ml,12.93,55,31.5,27,50.86,3217.44,Mobile Money,Delivery,60,Complete
1110,2025-01-23 00:00:00,Daniel Brown,Wholesale,56,16,6ml,13.79,30,21.18,10,63.76,1563.64,Bank Transfer,Delivery,70,Complete
1111,2025-06-26 00:00:00,Douglas Ryan,Wholesale,6,3,30ml,74.96,,,3,43.02,393.94,Cash,Delivery,40,Complete
1112,2025-05-05 00:00:00,Michael Roberts,Retail,10,3,30ml,90.61,5,34.22,2,91.21,675.35,Bank Transfer,Delivery,50,Complete
1113,2025-04-18 00:00:00,Scott Duke,Retail,10,5,30ml,85.91,4,21.72,1,97.33,613.76,Cash,Pick Up,,Complete
1114,2025-04-12 00:00:00,Anna Estes,Retail,4,3,6ml,15.9,,,1,50.96,148.66,Bank Transfer,Delivery,50,Complete
1115,2025-05-24 00:00:00,Tamara Riddle,Retail,8,6,6ml,8.49,2,22.55,,,156.04,Mobile Money,Delivery,60,Complete
1116,2025-02-26 00:00:00,Beth Cline,Retail,6,3,30ml,88.5,3,22.43,,,382.79,Cash,Delivery,50,Complete
1117,2025-06-04 00:00:00,Michael Poole,Wholesale,84,57,6ml,15.28,13,20.83,14,42.85,1821.65,Mobile Money,Delivery,80,Complete
1118,2025-05-18 00:00:00,Megan Burns,Wholesale,103,11,15ml,43.2,90,31.04,2,67.81,3474.42,Cash,Delivery,70,Complete
1119,2025-01-06 00:00:00,May,Retail,4,2,15ml,39.97,,,2,43.52,201.98,Mobile Money,Delivery,35,Complete
1120,2025-02-01 00:00:00,Debra Perry,Wholesale,134,101,3ml,6.37,31,23.12,2,44.56,1509.21,Cash,Delivery,60,Complete
1121,2025-01-06 00:00:00,Mark Beard,Retail,7,2,15ml,47.93,5,19.3,,,192.36,Cash,Pick Up,,Complete
1122,2025-05-12 00:00:00,Nana Kofi B,Wholesale,30,23,6ml,19.65,6,32.61,1,84.5,732.11,Cash,Pick Up,,Complete
1123,2025-04-07 00:00:00,Jose Ramirez,Retail,5,3,3ml,9.26,,,2,75.24,178.26,Cash,Pick Up,,Complete
1124,2025-05-08 00:00:00,Jackie Clements,Wholesale,62,61,50ml,83.02,1,22.84,,,5087.06,Mobile Money,Delivery,,Complete
1125,2025-04-05 00:00:00,Aaron Schroeder,Retail,9,1,6ml,17.82,7,18.42,1,83.53,230.29,Cash,Pick Up,,Complete
1126,2025-06-01 00:00:00,Monica Ellis,Wholesale,85,42,50ml nozzle(Preorder),133.43,9,19.62,34,40.19,7147.1,Cash,Pick Up,,Complete
1127,2025-03-06 00:00:00,Heather Brown,Wholesale,109,78,50ml,126.13,30,27.63,1,44.73,10711.77,Cash,Pick Up,,Complete
1128,2025-02-23 00:00:00,Claudia Jordan,Retail,3,,,,2,29.71,1,71.11,180.53,Bank Transfer,Delivery,50,Complete
1129,2025-06-29 00:00:00,Derrick Clayton,Retail,9,7,50ml nozzle(Preorder),111.79,1,25.84,1,62.78,906.15,Cash,Delivery,35,Complete
1130,2025-02-13 00:00:00,Ellen,Wholesale,47,33,3ml,6.45,11,25.44,3,97.98,846.63,Cash,Delivery,60,Complete
1131,2025-03-17 00:00:00,Kenneth Knight,Retail,3,3,3ml,9.51,,,,,28.53,Cash,Pick Up,,Complete
1132,2025-05-14 00:00:00,Mr. Michael Williams,Retail,9,5,15ml,43.46,4,20.82,,,300.58,Cash,Pick Up,,Complete
1133,2025-02-04 00:00:00,Richard Stevens,Retail,9,9,30ml,89.26,,,,,803.34,Cash,Pick Up,,Complete
1134,2025-01-25 00:00:00,Akorfa,Wholesale,87,53,6ml,13.55,11,34.89,23,28.4,1825.14,Bank Transfer,Delivery,70,Complete
1135,2025-06-12 00:00:00,Scott Alexander,Retail,2,,,,2,25.97,,,86.94,Cash,Delivery,35,Complete
1136,2025-05-30 00:00:00,Tyler Harris,Wholesale,94,80,6ml,10.24,,,14,87.09,2038.46,Cash,Pick Up,,Complete
1137,2025-02-25 00:00:00,Bonnie Santos,Retail,10,6,50ml,128.69,2,29.21,2,33.58,932.72,Bank Transfer,Delivery,35,Complete
1138,2025-06-07 00:00:00,Timothy Hill,Retail,10,1,50ml,132.86,2,31.02,7,51.77,557.29,Cash,Pick Up,,Complete
1139,2025-05-02 00:00:00,Danielle Watson,Retail,4,1,6ml,24.81,,,3,34.58,168.55,Mobile Money,Delivery,40,Complete
1140,2025-04-19 00:00:00,Carol Sanders,Retail,2,,,,,,2,64.84,129.68,Cash,Pick Up,,Complete
1141,2025-05-02 00:00:00,Michael Young,Retail,5,4,6ml,17.52,,,1,55.17,125.25,Cash,Pick Up,,Complete
1142,2025-05-24 00:00:00,Michele Smith,Retail,9,1,6ml,24.07,3,32.17,5,79.22,516.68,Cash,Pick Up,,Complete
1143,2025-06-21 00:00:00,Casey Perez,Retail,2,2,50ml nozzle(Preorder),117.41,,,,,284.82,Cash,Delivery,50,Complete
1144,2025-04-03 00:00:00,Alexandra Dominguez,Retail,4,4,30ml,87.48,,,,,389.92,Cash,Delivery,40,Complete
1145,2025-01-09 00:00:00,Virginia Henderson,Wholesale,85,42,15ml,43.27,6,26.55,37,28.94,3047.42,Cash,Pick Up,,Complete
1146,2025-06-11 00:00:00,Benjamin Reyes,Retail,7,,,,4,22.66,3,32.12,247,Bank Transfer,Delivery,60,Complete
1147,2025-04-18 00:00:00,Ashley Edwards,Wholesale,127,26,15ml,25.09,4,33.2,97,39.03,4641.05,Mobile Money,Delivery,70,Complete
1148,2025-01-05 00:00:00,Breanna Ayala,Wholesale,20,14,50ml nozzle(Preorder),74.05,5,19.66,1,67.17,1202.17,Bank Transfer,Delivery,,Complete
1149,2025-05-09 00:00:00,Brandi Haney,Retail,3,2,50ml nozzle(Preorder),120.16,,,1,88.32,363.64,Mobile Money,Delivery,35,Complete
1150,2025-05-24 00:00:00,Bob,Wholesale,50,28,15ml,36.97,1,29.71,21,57.47,2351.74,Cash,Delivery,80,Complete
1151,2025-06-01 00:00:00,Joseph Smith,Retail,8,1,3ml,8.11,7,19.54,,,184.89,Cash,Delivery,40,Complete
1152,2025-06-14 00:00:00,Jessica Bowen,Wholesale,49,,,,13,28.85,36,61.15,2636.45,Bank Transfer,Delivery,60,Complete
1153,2025-04-16 00:00:00,Brittany Jenkins,Wholesale,39,19,30ml,80,1,21.03,19,38.11,2265.12,Cash,Pick Up,,Complete
1154,2025-05-29 00:00:00,Shannon Miller,Wholesale,75,25,15ml,29.82,11,25.47,39,34.65,2377.02,Cash,Pick Up,,Complete
1155,2025-06-15 00:00:00,Paul Lawrence,Retail,3,,,,3,20.65,,,121.95,Cash,Delivery,60,Complete
1156,2025-01-24 00:00:00,Victor Edwards,Retail,4,2,50ml,129.65,2,30.63,,,320.56,Cash,Pick Up,,Complete
1157,2025-04-30 00:00:00,Donald Miller,Wholesale,72,27,15ml,25.14,29,19.96,16,75.4,2464.02,Mobile Money,Delivery,,Complete
1158,2025-01-03 00:00:00,Lindsay Lawson,Retail,10,6,3ml,9.71,4,19.78,,,137.38,Cash,Pick Up,,Complete
1159,2025-05-20 00:00:00,Akorfa,Retail,6,5,6ml,23.52,,,1,50.05,167.65,Cash,Pick Up,,Complete
1160,2025-04-06 00:00:00,Kekeli,Retail,10,7,50ml nozzle(Preorder),119.97,3,32.18,,,936.33,Cash,Pick Up,,Complete
1161,2025-03-10 00:00:00,Melissa Abbott,Retail,7,4,6ml,20.97,,,3,92.86,422.46,Cash,Delivery,60,Complete
1162,2025-02-03 00:00:00,Elizabeth Holmes,Retail,10,,,,2,26.71,8,94.41,808.7,Mobile Money,Delivery,,Complete
1163,2025-03-19 00:00:00,Nicole Phillips,Wholesale,29,9,15ml,33.9,4,20.81,16,28.06,887.3,Mobile Money,Delivery,50,Complete
1164,2025-01-02 00:00:00,Steven Blevins,Wholesale,66,26,3ml,11.17,27,20.62,13,67.99,1731.03,Cash,Pick Up,,Complete
1165,2025-04-29 00:00:00,Brian Porter MD,Retail,2,1,50ml nozzle(Preorder),110.62,1,26.03,,,136.65,Cash,Pick Up,,Complete
1166,2025-06-02 00:00:00,Vanessa Hatfield,Wholesale,105,16,6ml,12.36,40,23.56,49,48.39,3511.27,Cash,Pick Up,,Complete
1167,2025-03-29 00:00:00,Bonnie Valencia,Wholesale,94,62,6ml,20.57,1,21.03,31,44.93,2689.2,Cash,Pick Up,,Complete
1168,2025-01-24 00:00:00,Holly Vega,Wholesale,107,9,6ml,7.93,82,21.2,16,43.21,2501.13,Cash,Pick Up,,Complete
1169,2025-02-15 00:00:00,Tiffany Townsend,Wholesale,114,19,15ml,32.43,36,31.96,59,30.51,3566.82,Cash,Pick Up,,Complete
1170,2025-02-02 00:00:00,Christabel C,Wholesale,125,103,15ml,38.56,2,19.72,20,90.1,5883.12,Cash,Delivery,70,Complete
1171,2025-01-14 00:00:00,Austin Baker,Retail,8,,,,7,29.11,1,76.25,280.02,Cash,Pick Up,,Complete
1172,2025-03-27 00:00:00,Antonio Mccormick,Retail,2,2,50ml,113.55,,,,,227.1,Cash,Pick Up,,Complete
1173,2025-03-28 00:00:00,Lori Mason,Retail,2,,,,1,27.04,1,55.61,122.65,Mobile Money,Delivery,40,Complete
1174,2025-01-11 00:00:00,Michael Miller,Retail,4,4,30ml,80.97,,,,,323.88,Cash,Pick Up,,Complete
1175,2025-06-22 00:00:00,Akorfa,Retail,6,,,,4,29.67,2,46.17,211.02,Cash,Pick Up,,Complete
1176,2025-01-10 00:00:00,Lisa Ramirez,Wholesale,144,68,15ml,31.82,22,18.3,54,51.37,5400.34,Cash,Delivery,60,Complete
1177,2025-04-21 00:00:00,Jorge Harris,Retail,4,1,50ml,88.51,,,3,80.33,329.5,Cash,Pick Up,,Complete
1178,2025-04-06 00:00:00,Kimberly Myers,Retail,8,3,50ml,131.22,5,18.69,,,487.11,Cash,Pick Up,,Complete
1179,2025-03-07 00:00:00,Maame Yaa,Wholesale,103,65,15ml,43.51,5,30.74,33,58.42,4979.71,Bank Transfer,Delivery,70,Complete
1180,2025-05-27 00:00:00,Sandra Becker,Wholesale,116,14,6ml,15.25,101,34.91,1,72.32,3871.73,Cash,Delivery,60,Complete
1181,2025-02-16 00:00:00,Michael Blair,Retail,5,5,15ml,42.52,,,,,212.6,Cash,Delivery,,Complete
1182,2025-04-29 00:00:00,Amy Miller,Retail,1,1,3ml,13.3,,,,,63.3,Cash,Delivery,50,Complete
1183,2025-02-26 00:00:00,Jesse Lynch,Retail,2,,,,,,2,29.3,58.6,Cash,Pick Up,,Complete
1184,2025-03-23 00:00:00,Irene B,Retail,10,6,15ml,43.12,4,26.09,,,413.08,Cash,Delivery,50,Complete
1185,2025-04-14 00:00:00,Patrick Yang,Retail,3,3,6ml,17.05,,,,,111.15,Cash,Delivery,60,Complete
1186,2025-04-26 00:00:00,Munira,Wholesale,130,88,6ml,18.24,5,27,37,49.89,3586.05,Cash,Pick Up,,Complete
1187,2025-05-06 00:00:00,Michael Miles,Wholesale,45,39,6ml,16.15,4,27.6,2,57.91,916.07,Bank Transfer,Delivery,60,Complete
1188,2025-03-16 00:00:00,Troy Mills,Retail,9,2,50ml,165.39,6,20.1,1,56.49,542.87,Bank Transfer,Delivery,35,Complete
1189,2025-06-11 00:00:00,May,Retail,9,6,6ml,15.11,2,28.19,1,51,198.04,Cash,Pick Up,,Complete
1190,2025-03-15 00:00:00,Iddris,Retail,4,3,30ml,85.73,1,33.72,,,330.91,Cash,Delivery,40,Complete
1191,2025-04-18 00:00:00,Iddris,Retail,3,,,,3,27.86,,,83.58,Cash,Pick Up,,Complete
1192,2025-01-06 00:00:00,Michelle Jackson,Wholesale,63,17,50ml,104.83,39,19.37,7,69.08,3021.1,Cash,Pick Up,,Complete
1193,2025-05-22 00:00:00,Richard Adams,Wholesale,48,36,30ml,79.27,10,34.18,2,29.64,3254.8,Cash,Pick Up,,Complete
1194,2025-03-17 00:00:00,Patricia Johnson,Wholesale,47,29,50ml nozzle(Preorder),126.85,11,20.98,7,95.47,4637.72,Mobile Money,Delivery,60,Complete
1195,2025-05-09 00:00:00,Kekeli,Wholesale,124,58,50ml nozzle(Preorder),109.21,31,34.83,35,85.37,10401.86,Cash,Pick Up,,Complete
1196,2025-05-14 00:00:00,Denise Brown,Retail,3,1,50ml nozzle(Preorder),148.12,1,18.12,1,30.33,196.57,Cash,Pick Up,,Complete
1197,2025-01-16 00:00:00,Laura Jones,Retail,2,1,50ml nozzle(Preorder),126.87,1,30.17,,,217.04,Cash,Delivery,60,Complete
1198,2025-04-20 00:00:00,Ian Porter,Retail,1,1,50ml nozzle(Preorder),146.37,,,,,146.37,Cash,Pick Up,,Complete
1199,2025-06-18 00:00:00,Holly Scott,Wholesale,43,16,50ml,129.1,24,19.9,3,40.16,2663.68,Cash,Pick Up,,Complete
1200,2025-03-04 00:00:00,Kenneth Sharp,Wholesale,129,53,3ml,7.83,33,29.79,43,60.99,4020.63,Cash,Pick Up,,Complete
1201,2025-05-26 00:00:00,Jordan Williams,Retail,5,5,15ml,46.81,,,,,234.05,Cash,Pick Up,,Complete
1202,2025-03-20 00:00:00,Dana Ruiz,Wholesale,41,9,3ml,6.91,18,24.3,14,54.12,1257.27,Cash,Pick Up,,Complete
1203,2025-03-16 00:00:00,Chris Velazquez,Wholesale,84,60,30ml,78.89,22,20.63,2,85.97,5429.2,Bank Transfer,Delivery,70,Complete
1204,2025-05-11 00:00:00,Kristen Sloan,Retail,4,,,,1,27.91,3,38.68,193.95,Cash,Delivery,50,Complete
1205,2025-04-07 00:00:00,Jennifer Morris,Retail,8,2,50ml nozzle(Preorder),107.79,2,32.49,4,50.63,483.08,Cash,Pick Up,,Complete
1206,2025-02-27 00:00:00,Nathan Nelson,Retail,3,3,30ml,97.94,,,,,328.82,Cash,Delivery,35,Complete
1207,2025-05-26 00:00:00,Jake Shaw,Wholesale,44,17,50ml nozzle(Preorder),121.3,19,29.05,8,53.67,3043.41,Cash,Pick Up,,Complete
1208,2025-05-10 00:00:00,Cassie Brock,Wholesale,140,58,15ml,38.12,25,24.77,57,35.12,4832.05,Cash,Pick Up,,Complete
1209,2025-04-27 00:00:00,Nana Kofi B,Wholesale,20,14,50ml,80.05,4,22.35,2,81.24,1422.58,Bank Transfer,Delivery,50,Complete
1210,2025-03-19 00:00:00,Maame Yaa,Retail,9,4,50ml nozzle(Preorder),109.5,,,5,87.81,917.05,Bank Transfer,Delivery,40,Complete
1211,2025-01-30 00:00:00,Ella A,Wholesale,128,118,50ml,141.52,1,18.87,9,84.88,17552.15,Cash,Delivery,70,Complete
1212,2025-03-18 00:00:00,Dr. Andrea Marshall,Retail,4,,,,4,28.02,,,112.08,Cash,Pick Up,,Complete
1213,2025-01-01 00:00:00,Ryan Murphy,Retail,2,2,50ml nozzle(Preorder),109.74,,,,,219.48,Cash,Pick Up,,Complete
1214,2025-03-09 00:00:00,Aimee Gonzalez,Retail,10,4,50ml nozzle(Preorder),108.83,3,26.62,3,65.02,710.24,Cash,Pick Up,,Complete
1215,2025-03-23 00:00:00,Elizabeth Dean,Wholesale,93,35,50ml,104.8,43,28.64,15,36.03,5439.97,Mobile Money,Delivery,,Complete
1216,2025-03-29 00:00:00,Kevin Snyder,Retail,8,2,3ml,13.13,1,29.44,5,34.81,229.75,Cash,Pick Up,,Complete
1217,2025-05-16 00:00:00,Christie Mccullough,Wholesale,55,49,6ml,9.2,,,6,64.13,835.58,Cash,Pick Up,,Complete
1218,2025-02-10 00:00:00,Danielle Smith,Retail,10,3,15ml,37.35,2,31.03,5,84.58,597.01,Bank Transfer,Delivery,,Complete
1219,2025-04-05 00:00:00,David Reed,Retail,10,6,6ml,23.86,2,26.02,2,89.65,374.5,Cash,Pick Up,,Complete
1220,2025-01-15 00:00:00,Iddris,Retail,6,3,30ml,91.27,2,30.97,1,28.41,364.16,Cash,Pick Up,,Complete
1221,2025-03-07 00:00:00,Sherry Tapia,Retail,3,3,3ml,13.58,,,,,80.74,Bank Transfer,Delivery,40,Complete
1222,2025-05-09 00:00:00,Matthew Sweeney,Retail,1,1,30ml,86.51,,,,,126.51,Bank Transfer,Delivery,40,Complete
1223,2025-06-01 00:00:00,Ashley Moreno,Retail,2,,,,,,2,39.55,79.1,Cash,Pick Up,,Complete
1224,2025-03-29 00:00:00,Johnathan Brown,Wholesale,105,88,6ml,10.33,15,28.31,2,55,1503.69,Bank Transfer,Delivery,60,Complete
1225,2025-04-16 00:00:00,Michelle Davis DVM,Retail,8,4,30ml,82.69,,,4,81.99,658.72,Cash,Pick Up,,Complete
1226,2025-05-23 00:00:00,Kelly Haynes,Wholesale,82,73,50ml,64.54,3,22.17,6,69.24,5193.37,Cash,Pick Up,,Complete
1227,2025-04-03 00:00:00,William Miller,Retail,1,,,,,,1,90.69,90.69,Cash,Pick Up,,Complete
1228,2025-03-07 00:00:00,Casey Wilkins,Retail,4,1,30ml,84.55,2,24.16,1,42.33,175.2,Cash,Pick Up,,Complete
1229,2025-01-05 00:00:00,Keith Graham,Wholesale,41,7,30ml,69.47,26,26.27,8,31.46,1420.99,Cash,Delivery,,Complete
1230,2025-01-29 00:00:00,Cynthia Green,Wholesale,135,83,50ml,103.72,50,27.77,2,73.67,10204.6,Bank Transfer,Delivery,60,Complete
1231,2025-04-30 00:00:00,Robert Haynes,Wholesale,125,78,6ml,18.31,41,31.04,6,59.03,3055,Cash,Pick Up,,Complete
1232,2025-01-06 00:00:00,Emily Nelson,Wholesale,90,9,50ml nozzle(Preorder),107.39,23,25.72,58,84.24,6443.99,Cash,Pick Up,,Complete
1233,2025-02-08 00:00:00,Dale Chan,Retail,1,1,3ml,8.96,,,,,8.96,Cash,Pick Up,,Complete
1234,2025-05-28 00:00:00,Brittney Martin,Wholesale,89,68,50ml nozzle(Preorder),113.25,14,31.09,7,69.36,8621.78,Cash,Pick Up,,Complete
1235,2025-03-25 00:00:00,Ellen,Wholesale,84,23,3ml,9.55,6,34.06,55,30.84,2200.21,Mobile Money,Delivery,80,Complete
1236,2025-02-05 00:00:00,Jason Herrera,Wholesale,59,12,6ml,12.77,19,22.61,28,95.41,3334.31,Mobile Money,Delivery,80,Complete
1237,2025-04-25 00:00:00,Christine Parker,Retail,2,1,30ml,97.35,,,1,89.5,246.85,Mobile Money,Delivery,60,Complete
1238,2025-01-31 00:00:00,Bryan Moore,Wholesale,58,49,50ml,135.01,6,19.58,3,40.61,6924.8,Mobile Money,Delivery,70,Complete
1239,2025-05-11 00:00:00,Samantha Terry,Retail,6,3,6ml,24.75,1,31.6,2,53.91,213.67,Cash,Pick Up,,Complete
1240,2025-03-21 00:00:00,Maadwoa,Wholesale,7,6,30ml,88.69,1,19.7,,,551.84,Cash,Pick Up,,Complete
1241,2025-01-05 00:00:00,Russell Murphy,Retail,5,1,50ml nozzle(Preorder),132.18,,,4,56.06,356.42,Cash,Pick Up,,Complete
1242,2025-02-09 00:00:00,David Kelly,Retail,6,,,,1,32.41,5,40.77,276.26,Bank Transfer,Delivery,40,Complete
1243,2025-02-10 00:00:00,Akorfa,Wholesale,21,19,50ml nozzle(Preorder),112.96,,,2,54.76,2255.76,Cash,Pick Up,,Complete
1244,2025-02-22 00:00:00,Megan Green,Wholesale,138,38,50ml nozzle(Preorder),81.8,94,32.94,6,35.88,6480.04,Cash,Delivery,60,Complete
1245,2025-01-09 00:00:00,Amanda Sullivan MD,Retail,5,4,3ml,13.31,1,23.64,,,76.88,Cash,Pick Up,,Complete
1246,2025-02-27 00:00:00,Danielle Murray,Wholesale,110,5,30ml,81.93,69,30.28,36,40.22,4006.89,Cash,Delivery,60,Complete
1247,2025-05-01 00:00:00,Amanda,Wholesale,127,118,50ml,98.72,6,32.57,3,86.28,12183.22,Cash,Delivery,80,Complete
1248,2025-05-27 00:00:00,Brenda Smith,Retail,3,2,50ml,140.16,1,19.64,,,299.96,Cash,Pick Up,,Complete
1249,2025-03-06 00:00:00,Ella A,Wholesale,42,14,3ml,11.33,21,30.19,7,48.33,1180.92,Mobile Money,Delivery,50,Complete
1250,2025-06-19 00:00:00,Irene B,Retail,8,8,6ml,13.58,,,,,108.64,Cash,Pick Up,,Complete
1251,2025-04-12 00:00:00,Zoe,Retail,1,,,,,,1,29.03,69.03,Mobile Money,Delivery,40,Complete
1252,2025-03-09 00:00:00,Vickie Anderson,Retail,8,5,50ml nozzle(Preorder),143.48,1,34.5,2,57.21,926.32,Bank Transfer,Delivery,60,Complete
1253,2025-05-21 00:00:00,Jacqueline Mccoy,Wholesale,77,65,15ml,44.93,5,21.17,7,52.55,3394.15,Cash,Pick Up,,Complete
1254,2025-04-28 00:00:00,Lauren Green,Wholesale,93,66,3ml,11.66,8,25.25,19,29.83,1598.33,Mobile Money,Delivery,60,Complete
1255,2025-05-11 00:00:00,Alison Brown,Wholesale,146,75,15ml,30.79,16,25.41,55,98.87,8223.66,Cash,Delivery,70,Complete
1256,2025-02-28 00:00:00,Ella A,Wholesale,56,46,50ml,114.29,5,20.58,5,89.91,5889.79,Bank Transfer,Delivery,80,Complete
1257,2025-03-13 00:00:00,Jill Anderson,Wholesale,101,20,50ml nozzle(Preorder),80.77,12,28.78,69,72.51,6963.95,Mobile Money,Delivery,,Complete
1258,2025-01-01 00:00:00,Akosua B,Retail,7,6,30ml,86.44,1,30.27,,,548.91,Cash,Pick Up,,Complete
1259,2025-02-11 00:00:00,Nana Kofi B,Retail,4,4,3ml,13.09,,,,,92.36,Cash,Delivery,40,Complete
1260,2025-01-19 00:00:00,Sandra Rivera,Wholesale,106,100,50ml nozzle(Preorder),97.24,1,28.05,5,45.9,9981.55,Cash,Pick Up,,Complete
1261,2025-02-06 00:00:00,Joel Jackson,Retail,3,3,50ml nozzle(Preorder),136.98,,,,,450.94,Cash,Delivery,40,Complete
1262,2025-03-01 00:00:00,Samantha Foster,Retail,1,,,,1,26.91,,,26.91,Cash,Pick Up,,Complete
1263,2025-03-11 00:00:00,Michael Thompson,Retail,2,2,6ml,9.2,,,,,18.4,Cash,Pick Up,,Complete
1264,2025-03-16 00:00:00,Cody Ramirez,Wholesale,103,32,50ml nozzle(Preorder),100.32,14,27.94,57,91.09,8793.53,Cash,Pick Up,,Complete
1265,2025-06-29 00:00:00,Amanda Harvey,Wholesale,28,23,50ml,139.91,4,22.1,1,89.2,3395.53,Cash,Pick Up,,Complete
1266,2025-03-06 00:00:00,Edward Jenkins,Retail,1,,,,1,32.32,,,32.32,Cash,Pick Up,,Complete
1267,2025-02-26 00:00:00,Amy Ramirez,Retail,7,4,3ml,7.3,2,30.12,1,62.96,152.4,Cash,Pick Up,,Complete
1268,2025-06-05 00:00:00,Curtis Wilkerson,Retail,2,2,50ml,134.6,,,,,269.2,Cash,Pick Up,,Complete
1269,2025-05-29 00:00:00,Lydia Pham,Retail,1,,,,,,1,69.45,109.45,Cash,Delivery,40,Complete
1270,2025-05-27 00:00:00,Virginia Casey,Retail,7,,,,5,29,2,59.7,264.4,Cash,Pick Up,,Complete
1271,2025-01-26 00:00:00,Joshua Washington,Wholesale,108,104,50ml nozzle(Preorder),129.03,3,21.67,1,41.01,13525.14,Cash,Pick Up,,Complete
1272,2025-04-01 00:00:00,Kathryn Price,Retail,1,1,15ml,47.28,,,,,47.28,Cash,Pick Up,,Complete
1273,2025-05-21 00:00:00,Francis Robinson,Wholesale,76,57,15ml,33.89,1,34.85,18,46.95,2881.68,Bank Transfer,Delivery,70,Complete
1274,2025-04-01 00:00:00,Paula Brown,Retail,6,6,30ml,97.13,,,,,582.78,Cash,Pick Up,,Complete
1275,2025-03-09 00:00:00,Kendra Wang DVM,Wholesale,87,39,50ml nozzle(Preorder),75.88,6,24.9,42,72.77,6165.06,Mobile Money,Delivery,,Complete
1276,2025-03-21 00:00:00,Ariel Sandoval,Retail,6,2,15ml,46.32,3,34.31,1,51.24,286.81,Bank Transfer,Delivery,40,Complete
1277,2025-06-03 00:00:00,Robert Stark,Retail,9,8,30ml,92.37,,,1,33.47,807.43,Bank Transfer,Delivery,35,Complete
1278,2025-06-07 00:00:00,Zachary Robinson,Retail,5,1,50ml,111.84,2,20.26,2,55.74,263.84,Cash,Pick Up,,Complete
1279,2025-06-27 00:00:00,Rebecca Kelly,Wholesale,88,28,3ml,7.12,28,20.64,32,99.47,3960.32,Mobile Money,Delivery,,Complete
1280,2025-04-23 00:00:00,Sarah Thompson,Wholesale,63,56,6ml,5.81,3,22.14,4,29.5,509.78,Cash,Pick Up,,Complete
1281,2025-03-08 00:00:00,Renee Wolfe,Wholesale,111,23,50ml,94.76,66,27.78,22,92.97,6058.3,Cash,Pick Up,,Complete
1282,2025-01-20 00:00:00,Alyssa Haynes,Retail,5,3,15ml,48.5,1,33.93,1,51.05,230.48,Cash,Pick Up,,Complete
1283,2025-05-18 00:00:00,Kristy Hart,Wholesale,88,31,50ml,112.16,50,19.64,7,94.06,5117.38,Cash,Pick Up,,Complete
1284,2025-04-23 00:00:00,William Keith,Wholesale,95,91,6ml,13.46,4,27.76,,,1335.9,Bank Transfer,Delivery,,Complete
1285,2025-02-07 00:00:00,Eric Henry Jr.,Retail,2,,,,,,2,68.32,186.64,Cash,Delivery,50,Complete
1286,2025-06-19 00:00:00,Blessing,Wholesale,76,72,50ml nozzle(Preorder),71.79,2,28.16,2,59.02,5343.24,Mobile Money,Delivery,,Complete
1287,2025-01-02 00:00:00,Daniel Fox,Retail,6,1,50ml,165.16,4,20.45,1,66.85,313.81,Cash,Pick Up,,Complete
1288,2025-02-15 00:00:00,Thomas Harris,Wholesale,97,75,3ml,10.23,3,27.01,19,80.59,2449.49,Bank Transfer,Delivery,70,Complete
